"major_heading";"activity_code";"met_value";"activity_description";"cal_60kg_h";"cal_70kg_h";"cal_80kg_h"
"Walking";"17455";"8.3";"Walking, Curved treadmill, 3.0 to 5.0 mph, brisk pace";"523";"610";"697"
"Walking";"17475";"7.8";"Walking treadmill, backwards, 2.5 mph, +10% grade";"491";"573";"655"
"Walking";"17492";"1.5";"Walking, with a walker or step-to gait on treadmill, 0.7 mph (1.1 km/h), 0% grade";"94";"110";"126"
"Water Activities";"18010";"2.5";"Boating, power, driving";"158";"184";"210"
"Water Activities";"18012";"1.3";"Boating, power, passenger, light";"82";"96";"109"
"Water Activities";"18020";"4";"Canoeing, on camping trip (Taylor Code 270)";"252";"294";"336"
"Water Activities";"18025";"3.3";"Canoeing, harvesting wild rice, knocking rice off the stalks";"208";"243";"277"
"Water Activities";"18030";"7";"Canoeing, portaging";"441";"514";"588"
"Water Activities";"18040";"2.8";"Canoeing, rowing, 2.0-3.9 mph, light effort";"176";"206";"235"
"Water Activities";"18050";"5.8";"Canoeing, rowing, 4.0-5.9 mph, moderate effort";"365";"426";"487"
"Water Activities";"18060";"12.5";"Canoeing, rowing, kayaking, competition, > 6 mph, vigorous effort";"788";"919";"1050"
"Water Activities";"18070";"3.5";"Canoeing, rowing, for pleasure, general (Taylor Code 250)";"220";"257";"294"
"Water Activities";"18080";"12";"Canoeing or rowing, in competition, crew or sculling (Taylor Code 260)";"756";"882";"1008"
"Water Activities";"18090";"3";"Diving, springboard or platform";"189";"220";"252"
"Water Activities";"18100";"5";"Kayaking, moderate effort";"315";"368";"420"
"Water Activities";"18104";"13.5";"Kayaking, competition";"850";"992";"1134"
"Water Activities";"18106";"9";"Kayaking, slalom, flat water";"567";"662";"756"
"Water Activities";"18110";"4";"Paddle boat";"252";"294";"336"
"Water Activities";"18112";"15.5";"Rowing, simulated crew in a water tank, single oar, 33 strokes/min,";"976";"1139";"1302"
"Water Activities";"18114";"15.5";"Rowing, single scull, ergometer, ergometer on slides, racing speed (32+ strokes/min, >10 mph)";"976";"1139";"1302"
"Water Activities";"18120";"3";"Sailing, boat and board sailing, windsurfing, ice sailing, general (Taylor Code 235)";"189";"220";"252"
"Water Activities";"18130";"4.5";"Sailing, in competition, general";"284";"331";"378"
"Water Activities";"18132";"9.3";"Sailing, in competition, high effort";"586";"684";"781"
"Water Activities";"18140";"3.3";"Sailing, Sunfish/Laser/Hobby Cat, Keel boats, ocean sailing, yachting, leisure";"208";"243";"277"
"Water Activities";"18142";"2";"Sailing, dingy";"126";"147";"168"
"Water Activities";"18150";"6";"Skiing, water or wake boarding (Taylor Code 220)";"378";"441";"504"
"Water Activities";"18160";"7";"Jet skiing, driving, in water";"441";"514";"588"
"Water Activities";"18180";"15.8";"Skindiving, fast";"995";"1161";"1327"
"Water Activities";"18190";"11.8";"Skindiving, moderate";"743";"867";"991"
"Water Activities";"18200";"7";"Skindiving, scuba diving, general (Taylor Code 310)";"441";"514";"588"
"Water Activities";"18202";"5.3";"Scuba diving, general, light effort";"334";"390";"445"
"Water Activities";"18204";"5.8";"Scuba diving, general, moderate effort";"365";"426";"487"
"Water Activities";"18206";"5.5";"Scuba diving, professional diver";"346";"404";"462"
"Water Activities";"18208";"6.8";"Scuba diving, recreational diver";"428";"500";"571"
"Water Activities";"18210";"5";"Snorkeling (Taylor Code 320)";"315";"368";"420"
"Water Activities";"18220";"3";"Surfing, body or board, general";"189";"220";"252"
"Water Activities";"18221";"6.8";"Surfboard, paddling";"428";"500";"571"
"Water Activities";"18222";"5";"Surfing, body or board, competitive";"315";"368";"420"
"Water Activities";"18224";"6.5";"Stand up paddle boarding, general";"410";"478";"546"
"Water Activities";"18225";"2.8";"Stand up Paddleboard, standing, 10-19 strokes/min";"176";"206";"235"
"Water Activities";"18226";"3.8";"Stand up Paddleboard, standing, 20-29 strokes/min";"239";"279";"319"
"Water Activities";"18227";"5";"Stand up Paddleboard, standing, 30-39 strokes/min";"315";"368";"420"
"Water Activities";"18228";"9.8";"Stand up Paddleboard, standing, 40-49 strokes/min";"617";"720";"823"
"Water Activities";"18229";"11";"Stand up Paddleboard, standing, 50-69 strokes/min";"693";"808";"924"
"Water Activities";"18230";"9.8";"Swimming laps, freestyle, fast, vigorous effort";"617";"720";"823"
"Water Activities";"18240";"5.8";"Swimming laps, freestyle, slow, recreational";"365";"426";"487"
"Water Activities";"18250";"9.5";"Swimming, backstroke, training or competition";"598";"698";"798"
"Water Activities";"18255";"4.8";"Swimming, backstroke, recreational";"302";"353";"403"
"Water Activities";"18260";"10.3";"Swimming, breaststroke, general, training or  competition";"649";"757";"865"
"Water Activities";"18265";"5.3";"Swimming breaststroke, recreational";"334";"390";"445"
"Water Activities";"18270";"13.8";"Swimming, butterfly, general";"869";"1014";"1159"
"Water Activities";"18280";"10.5";"Swimming, crawl, fast speed, ~75 yards/minute,  vigorous effort";"662";"772";"882"
"Water Activities";"18285";"10.5";"Swimming, open water, 5k";"662";"772";"882"
"Water Activities";"18290";"8";"Swimming, crawl, medium speed, ~50 yards/minute, vigorous effort";"504";"588";"672"
"Water Activities";"18292";"5.8";"Swimming, crawl, slow speed, 30-45 yards/minute, moderate effort";"365";"426";"487"
"Water Activities";"18294";"14.5";"Swimming, crawl, elite swimmers, competition, >90 yards/minute";"914";"1066";"1218"
"Water Activities";"18300";"6";"Swimming, lake, ocean, river (Taylor Codes 280,  295)";"378";"441";"504"
"Water Activities";"18310";"6";"Swimming, leisurely, not lap swimming, general";"378";"441";"504"
"Water Activities";"18320";"7";"Swimming, sidestroke, general";"441";"514";"588"
"Water Activities";"18330";"8";"Swimming, synchronized";"504";"588";"672"
"Water Activities";"18340";"9.8";"Swimming, treading water, fast, vigorous effort";"617";"720";"823"
"Water Activities";"18350";"3.5";"Swimming, treading water, moderate effort,  general";"220";"257";"294"
"Water Activities";"18352";"2.3";"Tubing, floating on a river, general";"145";"169";"193"
"Water Activities";"18355";"5.5";"Water aerobics, water calisthenics, general";"346";"404";"462"
"Water Activities";"18356";"3.8";"Water aerobics, resistance exercises";"239";"279";"319"
"Water Activities";"18358";"7.5";"Water aerobics, high intensity";"472";"551";"630"
"Water Activities";"18360";"10";"Water polo";"630";"735";"840"
"Water Activities";"18365";"3";"Water volleyball";"189";"220";"252"
"Water Activities";"18366";"9.8";"Water jogging, vigorous effort";"617";"720";"823"
"Water Activities";"18367";"2.5";"Water walking, light effort, slow pace";"158";"184";"210"
"Water Activities";"18368";"4.8";"Water walking, moderate effort, moderate pace";"302";"353";"403"
"Water Activities";"18369";"6.8";"Water walking, vigorous effort, brisk pace";"428";"500";"571"
"Water Activities";"18370";"5";"Whitewater rafting, kayaking, or canoeing";"315";"368";"420"
"Water Activities";"18374";"6.5";"Water running, 30 steps/min, slow";"410";"478";"546"
"Water Activities";"18375";"7.5";"Water running, 40 steps/min, moderate";"472";"551";"630"
"Water Activities";"18376";"8.5";"Water running, 50 steps/min, fast";"536";"625";"714"
"Water Activities";"18377";"9.8";"Water running, 60 steps/min, very fast";"617";"720";"823"
"Water Activities";"18380";"5";"Windsurfing, not pumping for speed";"315";"368";"420"
"Water Activities";"18385";"11";"Windsurfing or kitesurfing, crossing trial";"693";"808";"924"
"Water Activities";"18390";"14";"Windsurfing, competition, pumping for speed";"882";"1029";"1176"
"Water Activities";"18404";"2.8";"Aquatic cycling, 25 W, 40-50 RPM";"176";"206";"235"
"Water Activities";"18408";"4.8";"Aquatic cycling, 25 W, 60-70 RPM";"302";"353";"403"
"Water Activities";"18412";"3.8";"Aquatic cycling, 50 W, 40-50 RPM";"239";"279";"319"
"Water Activities";"18416";"6";"Aquatic cycling,  50 W, 60-70 RPM";"378";"441";"504"
"Water Activities";"18420";"5";"Aquatic cycling, 75 W, 40-50 RPM";"315";"368";"420"
"Water Activities";"18424";"6.3";"Aquatic cycling, 75 W, 60-70 RPM";"397";"463";"529"
"Water Activities";"18428";"6.3";"Aquatic cycling, 100 W, 40-50 RPM";"397";"463";"529"
"Water Activities";"18432";"7.5";"Aquatic cycling, 100 W, 60-70 RPM";"472";"551";"630"
"Water Activities";"18436";"8.5";"Aquatic cycling, 80-89 RPM";"536";"625";"714"
"Water Activities";"18440";"10.3";"Aquatic cycling, 90+ RPM";"649";"757";"865"
"Winter Activities";"19005";"7.5";"Dog sledding, mushing";"472";"551";"630"
"Winter Activities";"19006";"2.5";"Dog sledding, passenger";"158";"184";"210"
"Winter Activities";"19010";"6";"Moving icehouse, set up/drill holes";"378";"441";"504"
"Winter Activities";"19011";"2";"Ice fishing";"126";"147";"168"
"Winter Activities";"19018";"14";"Skating, ice dancing";"882";"1029";"1176"
"Winter Activities";"19020";"5.5";"Skating, ice, 9 mph or less";"346";"404";"462"
"Winter Activities";"19030";"7";"Skating, ice, general (Taylor Code 360)";"441";"514";"588"
"Winter Activities";"19040";"9";"Skating, ice, rapidly, more than 9 mph but not competitive";"567";"662";"756"
"Winter Activities";"19045";"9";"Skating Treadmill, 6 - 6.9 mph, 2% grade";"567";"662";"756"
"Winter Activities";"19046";"10";"Skating Treadmill, 7 - 7.9 mph, 2% grade";"630";"735";"840"
"Winter Activities";"19047";"10.5";"Skating Treadmill, 8 - 8.9 mph, 2% grade";"662";"772";"882"
"Winter Activities";"19048";"11";"Skating Treadmill, 9 - 9.9 mph, 2% grade";"693";"808";"924"
"Winter Activities";"19050";"13.8";"Skating, speed, competitive";"869";"1014";"1159"
"Winter Activities";"19060";"7";"Ski jumping, climb up carrying skis";"441";"514";"588"
"Winter Activities";"19075";"7";"Skiing, general";"441";"514";"588"
"Winter Activities";"19080";"6.8";"Skiing, cross country, 2.5 mph, slow or light effort, ski walking";"428";"500";"571"
"Winter Activities";"19090";"8.5";"Skiing, cross country, 4.0-4.9 mph, moderate speed and effort, general";"536";"625";"714"
"Winter Activities";"19100";"11.3";"Skiing, cross country, 5.0-7.9 mph, brisk speed, vigorous effort";"712";"831";"949"
"Winter Activities";"19110";"14";"Skiing, cross country, elite skier, >8.0-11.9 mph, racing";"882";"1029";"1176"
"Winter Activities";"19112";"16";"Skiing, cross country, 12-16 mph, elite skier, racing";"1008";"1176";"1344"
"Winter Activities";"19115";"9.5";"Skiing, cross-country skiing high-intensity training";"598";"698";"798"
"Winter Activities";"19130";"15.5";"Skiing, cross country, hard snow, uphill, maximum, snow mountaineering";"976";"1139";"1302"
"Winter Activities";"19135";"13.3";"Skiing, cross-country, skating";"838";"978";"1117"
"Winter Activities";"19140";"13.5";"Skiing, cross-country, biathlon, skating technique";"850";"992";"1134"
"Winter Activities";"19142";"12.8";"Biathlon training, 5 degree incline, 8 km/h (5 mph), with/without rifle";"806";"941";"1075"
"Winter Activities";"19144";"12.8";"Biathlon training, 5 degree incline, 10.7 km/h (5 mph), with/without rifle";"806";"941";"1075"
"Winter Activities";"19146";"9.3";"Skiing, slalom";"586";"684";"781"
"Winter Activities";"19150";"4.3";"Skiing, downhill, alpine or snowboarding, light effort, active time only";"271";"316";"361"
"Winter Activities";"19160";"6.3";"Skiing, downhill, alpine or snowboarding, moderate effort, general, active time only";"397";"463";"529"
"Winter Activities";"19170";"8";"Skiing, downhill, alpine or snowboarding, vigorous effort, active time only";"504";"588";"672"
"Winter Activities";"19174";"7.3";"Skiing, Alpine skiing high-intensity training";"460";"537";"613"
"Winter Activities";"19180";"7";"Sledding, tobogganing, bobsledding, luge (Taylor Code 370)";"441";"514";"588"
"Winter Activities";"19190";"5.3";"Snow shoeing, moderate effort";"334";"390";"445"
"Winter Activities";"19192";"10";"Snow shoeing, vigorous effort";"630";"735";"840"
"Winter Activities";"19200";"3.8";"Snowmobiling, driving, moderate pace, flat land";"239";"279";"319"
"Winter Activities";"19201";"7.5";"Snowboarding, recreational, moderate pace, mountain";"472";"551";"630"
"Winter Activities";"19202";"2";"Snowmobiling, passenger, light";"126";"147";"168"
"Winter Activities";"19252";"5.3";"Snow shoveling, by hand, moderate effort";"334";"390";"445"
"Winter Activities";"19254";"7.5";"Snow shoveling, by hand, vigorous effort";"472";"551";"630"
"Winter Activities";"19260";"2.5";"Snow blower, walking and pushing";"158";"184";"210"
"Winter Activities";"19300";"12.5";"Skiing, roller, elite racers";"788";"919";"1050"
"Winter Activities";"19305";"5.5";"Rollerskiing, 10 - 12.9 km/h, no incline";"346";"404";"462"
"Winter Activities";"19310";"6.8";"Rollerskiing, 13 - 16.9 km/h, no incline";"428";"500";"571"
"Winter Activities";"19315";"8.3";"Rollerskiing, 17 - 19.9 km/h, no incline";"523";"610";"697"
"Winter Activities";"19320";"10.5";"Rollerskiing, 20 - 23.9 km/h, no incline";"662";"772";"882"
"Winter Activities";"19325";"15";"Rollerskiing, 24 - 27.9 km/h, no incline";"945";"1102";"1260"
"Winter Activities";"19330";"12.5";"Rollerskiing, 10-15 km/h, 2-5 degree incline";"788";"919";"1050"
"Winter Activities";"19335";"14.3";"Rollerskiing, 16-22 km/h, 2-5 degree incline";"901";"1051";"1201"
"Winter Activities";"19340";"12.3";"Rollerskiing, 6-9 km/h, 6-10 degree incline";"775";"904";"1033"
"Winter Activities";"19345";"16";"Rollerskiing, >10 km/h, 6-10 degree incline";"1008";"1176";"1344"
"Winter Activities";"19400";"9";"Mountaineering, downhill climbing, walking down with rope";"567";"662";"756"
"Winter Activities";"19405";"10.3";"Mountaineering, downhill climbing/cross-country skiing";"649";"757";"865"
"Religious Activities";"20000";"1";"Sitting in church, in service, attending a ceremony, sitting quietly";"63";"74";"84"
"Religious Activities";"20001";"2";"Sitting, playing an instrument at church";"126";"147";"168"
"Religious Activities";"20005";"1.8";"Sitting in church, talking or singing, attending a ceremony, sitting, active participation";"113";"132";"151"
"Religious Activities";"20010";"1.5";"Sitting, reading religious materials at home";"94";"110";"126"
"Religious Activities";"20015";"1.3";"Standing quietly in church, attending a ceremony";"82";"96";"109"
"Religious Activities";"20020";"2";"Standing, singing in church, attending a ceremony, standing, active participation";"126";"147";"168"
"Religious Activities";"20025";"1.3";"Kneeling in church or at home, praying";"82";"96";"109"
"Religious Activities";"20030";"1.3";"Standing, talking in church";"82";"96";"109"
"Religious Activities";"20035";"2";"Walking in church";"126";"147";"168"
"Religious Activities";"20036";"2";"Walking, less than 2.0 mph, very slow";"126";"147";"168"
"Religious Activities";"20037";"3.8";"Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything";"239";"279";"319"
"Religious Activities";"20038";"4.8";"Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything";"302";"353";"403"
"Religious Activities";"20039";"2";"Walk/stand combination for religious purposes, usher";"126";"147";"168"
"Religious Activities";"20040";"5";"Praise with dance or run, spiritual dancing in church";"315";"368";"420"
"Religious Activities";"20045";"2.3";"Serving food at church";"145";"169";"193"
"Religious Activities";"20046";"2";"Preparing food at church";"126";"147";"168"
"Religious Activities";"20047";"3.3";"Washing dishes, cleaning kitchen at church";"208";"243";"277"
"Religious Activities";"20050";"1.5";"Eating at church";"94";"110";"126"
"Religious Activities";"20055";"2";"Eating/talking at church or standing eating, American Indian Feast days";"126";"147";"168"
"Religious Activities";"20060";"3.3";"Cleaning church";"208";"243";"277"
"Religious Activities";"20061";"4";"General yard work at church";"252";"294";"336"
"Religious Activities";"20065";"3.8";"Standing , moderate effort (e.g., lifting heavy objects, assembling at fast rate)";"239";"279";"319"
"Religious Activities";"20095";"4.5";"Standing, moderate-to-heavy effort, manual labor, lifting >= 50 lbs, heavy maintenance";"284";"331";"378"
"Religious Activities";"20100";"1.3";"Typing, electric, manual, or computer";"82";"96";"109"
"Volunteer Activities";"21000";"1.3";"Sitting, meeting, general, and/or with talking involved";"82";"96";"109"
"Volunteer Activities";"21005";"1.5";"Sitting, light office work, in general";"94";"110";"126"
"Volunteer Activities";"21010";"2.5";"Sitting, moderate work";"158";"184";"210"
"Volunteer Activities";"21015";"1.8";"Standing, light work (filing, talking, assembling)";"113";"132";"151"
"Volunteer Activities";"21016";"2";"Sitting, child care, only active periods";"126";"147";"168"
"Volunteer Activities";"21017";"3.5";"Standing, child care, only active periods";"220";"257";"294"
"Volunteer Activities";"21018";"3.5";"Walk/run play with children, moderate, only active periods";"220";"257";"294"
"Volunteer Activities";"21019";"5.8";"Walk/run play with children, vigorous, only active periods";"365";"426";"487"
"Volunteer Activities";"21020";"3.3";"Standing, light/moderate work (e.g., pack boxes, assemble/repair, set up chairs/furniture)";"208";"243";"277"
"Volunteer Activities";"21025";"3.5";"Standing, moderate (e.g., lifting 50 lbs., assembling at fast rate)";"220";"257";"294"
"Volunteer Activities";"21030";"4.5";"Standing, moderate/heavy work";"284";"331";"378"
"Volunteer Activities";"21035";"1.3";"Typing, electric, manual, or computer";"82";"96";"109"
"Volunteer Activities";"21040";"2.3";"Walking, less than 2.0 mph, very slow";"145";"169";"193"
"Volunteer Activities";"21045";"3.8";"Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything";"239";"279";"319"
"Volunteer Activities";"21050";"4.8";"Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything";"302";"353";"403"
"Volunteer Activities";"21055";"3.5";"Walking, 2.5 mph slowly and carrying objects less than 25 pounds";"220";"257";"294"
"Volunteer Activities";"21060";"4.5";"Walking, 3.0 mph moderately and carrying objects less than 25 pounds, pushing something";"284";"331";"378"
"Volunteer Activities";"21065";"4.5";"Walking, 3.5 mph, briskly and carrying objects less than 25 pounds";"284";"331";"378"
"Volunteer Activities";"21070";"3";"Walk/stand combination, for volunteer purposes";"189";"220";"252"
"Video Games";"22040";"1.3";"Seated, video game, handheld controller (inactive)";"82";"96";"109"
"Video Games";"22120";"1.5";"Video game, handheld controller (light effort)";"94";"110";"126"
"Video Games";"22160";"2.3";"Video game, light effort (Wii Fit, yoga, bowling, etc)";"145";"169";"193"
"Video Games";"22200";"3";"Active video game, motion sensing game/using upper body (light to moderate effort)";"189";"220";"252"
"Video Games";"22240";"4";"Active video game, motion sensing game/using total body (moderate effort)";"252";"294";"336"
"Video Games";"22280";"5";"Active video game, motion sensing game/using total body (moderate-to-vigorous effort)";"315";"368";"420"
"Video Games";"22320";"7.5";"Active video game, motion sensing game/using total body, exergames, workouts, dancing (vigorous effort)";"472";"551";"630"
"Video Games";"22360";"9.8";"Conditioning/exercise virtual reality fitness, vigorous intensity";"617";"720";"823"
